,name,rating,reviews,cinfo
247,ArcelorMittal Nippon Steel,4,2.1k,Iron & Steel | 5k-10k Employees | Conglomerate | Surat +60 more
248,Birlasoft,3.7,2.1k,IT Services & Consulting | 10k-50k Employees | Public | 28 years old | Pune +33 more
249,Titan Company,4.4,2.1k,Retail | 5k-10k Employees | Public | 39 years old | Bangalore +131 more
250,KPIT Technologies,3.6,2.1k,Software Product | 5k-10k Employees | Public | 33 years old | Pune +27 more
251,Simplex Infrastructures,3.3,2.1k,Engineering & Construction | 1k-5k Employees | Public | 99 years old | Kolkata +129 more
252,Wipro Enterprises Ltd,3.8,2.1k,IT Services & Consulting | 501-1k Employees | 78 years old | Bangalore +76 more
253,Synechron,4,2k,IT Services & Consulting | 5k-10k Employees | 22 years old | New York +20 more
254,UPL,4.1,2k,Agro Chemicals | 5k-10k Employees | Public | 54 years old | Mumbai +145 more
255,Lenskart,3.2,2k,Internet | 5k-10k Employees | Indian Unicorn | 13 years old | Faridabad +143 more
256,Dilip Buildcon,4,2k,Engineering & Construction | 10k-50k Employees | Public | 36 years old | Bhopal +172 more
257,Huawei Technologies,4,2k,IT Services & Consulting | 51-200 Employees | 21 years old | Gurgaon/Gurugram +93 more
258,Domino's Pizza,4,2k,Hospitality | 1k-5k Employees | Public | 63 years old | Ypsilanti +209 more
259,Statestreet HCL Services,3.2,2k,BPO | 5k-10k Employees | 11 years old | New Delhi +14 more
260,Apollo Tyres,4.1,2k,Auto Components | 5k-10k Employees | Public | 51 years old | Gurgaon/Gurugram +146 more
261,KocharTech,4.2,2k,IT Services & Consulting | 1k-5k Employees | 28 years old | Gurgaon/Gurugram +22 more
262,Tata AIG,4.2,2k,Insurance | 5k-10k Employees | 23 years old | Mumbai +206 more
263,Patanjali Ayurved,4,2k,FMCG | 5k-10k Employees | Fortune India 500 | 17 years old | Haridwar +260 more
264,Tech Mahindra Business Services,3.5,2k,BPO | 5k-10k Employees | Public | 20 years old | Mumbai +43 more
265,AGS Health,4,2k,BPO | 10k-50k Employees | 12 years old | Washington DC +32 more
266,Flex,4.1,2k,Electronics Manufacturing | 5k-10k Employees | Forbes Global 2000 | 54 years old | San Jose +36 more
267,Capita,3.9,2k,IT Services & Consulting | 5k-10k Employees | 18 years old | Indore +19 more
268,Suzlon Group,4.1,2k,Power | 5k-10k Employees | Public | 28 years old | Pune +99 more
269,McDonald's,4.2,2k,Hospitality | 5k-10k Employees | Forbes Global 2000 | 68 years old | Chicago +129 more
270,AFCONS Infrastructure,4.4,2k,Engineering & Construction | 10k-50k Employees | 64 years old | Mumbai +83 more
271,Alstom Transportation,3.9,2k,Engineering & Construction | 5k-10k Employees | Forbes Global 2000 | 95 years old | Saint-Ouen +60 more
272,Square Yards,3.8,2k,Real Estate | 1k-5k Employees | 10 years old | Gurgaon +39 more
273,Lava International,4.1,2k,Consumer Electronics & Appliances | 1k-5k Employees | Public | 14 years old | Noida +206 more
274,Mankind Pharma,4.1,1.9k,Pharma | 10k-50k Employees | Fortune India 500 | 28 years old | New Delhi +177 more
275,Zensar Technologies,3.8,1.9k,IT Services & Consulting | 5k-10k Employees | Public | 22 years old | Pune +21 more
276,IGT Solutions,3.3,1.9k,IT Services & Consulting | 5k-10k Employees | 25 years old | Gurgaon/Gurugram +19 more
277,Taj Hotels Resorts and Palaces,4.2,1.9k,Hospitality | 10k-50k Employees | 120 years old | Mumbai +89 more
278,State Street Syntel,3.7,1.9k,Financial Services | 501-1k Employees | 19 years old | Mumbai +18 more
279,Capgemini Engineering,3.6,1.9k,10k-50k Employees | Gurgaon/Gurugram +18 more
280,Max Healthcare,4.1,1.9k,Healthcare | 1k-5k Employees | Fortune India 500 | 22 years old | Delhi/NCR +52 more
281,Walmart,4,1.9k,Retail | 5k-10k Employees | Forbes Global 2000 | 14 years old | Bangalore/Bengaluru +74 more
282,Bajaj Allianz General Insurance,4,1.9k,Insurance | 5k-10k Employees | Pune +191 more
283,Birla Sun Life Insurance,4.2,1.9k,Insurance | 10k-50k Employees | 23 years old | Mumbai +346 more
284,EY Global Delivery Services ( EY GDS),3.7,1.9k,Accounting & Auditing | 50k-1 Lakh Employees | 21 years old | Bangalore/Bengaluru +34 more
285,Tata Technologies,3.7,1.9k,IT Services & Consulting | 5k-10k Employees | Conglomerate | 34 years old | Singapore +37 more
286,Landmark Group,4,1.9k,Retail | 1k-5k Employees | Conglomerate | 50 years old | Dubai Marina +133 more
287,Nestle,4.1,1.9k,Food Processing | 5k-10k Employees | Public | 64 years old | Vevey +208 more
288,Tractors and Farm Equipment,4.1,1.9k,Automobile | 5k-10k Employees | Public | 63 years old | Chennai +154 more
289,State Street Corporation,3.8,1.9k,Financial Services | 10k-50k Employees | Forbes Global 2000 | 231 years old | Boston +15 more
290,Blue Dart Express,4.1,1.9k,Logistics | 10k-50k Employees | Public | 40 years old | Mumbai +224 more
291,HDFC Sales,4,1.9k,Financial Services | 10k-50k Employees | 19 years old | Mumbai +260 more
292,Fiserv,3.7,1.9k,FinTech | 5k-10k Employees | Forbes Global 2000 | 39 years old | Brookfield +28 more
293,Societe Generale,3.9,1.9k,Financial Services | 1k-5k Employees | 23 years old | Bangalore/Bengaluru +13 more
294,Fortis Healthcare,4,1.9k,Healthcare | 5k-10k Employees | Public | 27 years old | Gurgaon/Gurugram +58 more
295,Nokia,4.2,1.9k,Hardware & Networking | 10k-50k Employees | Forbes Global 2000 | 158 years old | Espoo +143 more
296,ElasticRun,3.4,1.8k,Logistics | 1k-5k Employees | Indian Unicorn | 7 years old | Pune +313 more
297,I Process Services,3.9,1.8k,Recruitment | 1k-5k Employees | 18 years old | Mumbai +259 more
298,BlackBuck,3.9,1.8k,Logistics | 1k-5k Employees | Indian Unicorn | 8 years old | Bangalore +280 more
299,Ola Cabs,3.5,1.8k,Internet | 1k-5k Employees | Indian Unicorn | 13 years old | Bangalore +92 more
300,UNO Minda,4,1.8k,Auto Components | 201-500 Employees | Fortune India 500 | 65 years old | Gurgaon +78 more
301,Micro Labs,3.6,1.8k,Pharma | 10k-50k Employees | 50 years old | Bangalore/Bengaluru +111 more
302,Johnson Controls,3.3,1.8k,Industrial Automation | 5k-10k Employees | Public | 28 years old | Cork +44 more
303,Voltas,4,1.8k,Consumer Electronics & Appliances | 1k-5k Employees | Public | 69 years old | Mumbai +159 more
304,Lifestyle,4.4,1.8k,Retail | 10k-50k Employees | Fortune India 500 | 24 years old | Bangalore/Bengaluru +105 more
305,Britannia,4.1,1.8k,Food Processing | 1k-5k Employees | Public | 131 years old | Reading +211 more
306,Extramarks Education,3.5,1.8k,EdTech | 1k-5k Employees | 16 years old | Noida +99 more
307,RSPL Group,4.1,1.8k,FMCG | 10k-50k Employees | 36 years old | Mumbai +162 more
308,Exide Industries,3.5,1.8k,Auto Components | 5k-10k Employees | Public | 76 years old | Kolkata +176 more
309,Eureka Forbes,3.9,1.8k,Consumer Electronics & Appliances | 1k-5k Employees | 41 years old | Mumbai +155 more
310,Radisson Hotels,4,1.8k,Hospitality | 10k-50k Employees | 114 years old | Minnetonka +96 more
311,TVS Supply Chain Solutions,3.9,1.8k,Logistics | 1k-5k Employees | 127 years old | Chennai +121 more
312,Croma,4.1,1.8k,Retail | 5k-10k Employees | 17 years old | Mumbai +126 more
313,Future Retail,4.3,1.8k,Retail | 10k-50k Employees | Public | 36 years old | San Francisco +194 more
314,G4S,4,1.7k,Law Enforcement & Security | 1 Lakh+ Employees | 27 years old | Gurgaon/Gurugram +120 more
315,JMC Projects,4.2,1.7k,Engineering & Construction | 1k-5k Employees | Public | 41 years old | Mumbai +114 more
316,Grasim Industries,4,1.7k,Building Material | 10k-50k Employees | Public | 76 years old | Nagda +77 more
317,Aditya Birla Group,4.1,1.7k,Retail | 10k-50k Employees | Conglomerate | 166 years old | Mumbai +213 more
318,PepsiCo,4.1,1.7k,Food Processing | 1 Lakh+ Employees | Forbes Global 2000 | 34 years old | Harrison +195 more
319,TVS Credit,4.3,1.7k,NBFC | 10k-50k Employees | Public | 15 years old | Chennai +255 more
320,The Himalaya Drug Company,4.1,1.7k,Pharma | 5k-10k Employees | 93 years old | San Francisco +178 more
321,Ajanta Pharma,4,1.7k,Pharma | 5k-10k Employees | Public | 50 years old | Mumbai +92 more
322,Rivigo,3.9,1.7k,Internet | 1k-5k Employees | Indian Unicorn | 9 years old | Gurgaon +147 more
323,ACT Fibernet,4.1,1.7k,Telecom | 5k-10k Employees | 15 years old | Bengaluru/Bangalore +40 more
324,Sterlite Technologies,3.9,1.7k,Hardware & Networking | 1k-5k Employees | Public | 35 years old | Pune +68 more
325,Shree Cement,4,1.7k,Building Material | 5k-10k Employees | Public | 44 years old | Kolkata +169 more
326,Quest Global,3.6,1.7k,IT Services & Consulting | 10k-50k Employees | 26 years old | Singapore +27 more
327,Nokia Networks,4.3,1.7k,Hardware & Networking | 501-1k Employees | Chennai +81 more
328,Tata Teleservices,4.1,1.7k,Telecom | 201-500 Employees | Public | 27 years old | Mumbai +145 more
329,Blue Star,4.1,1.7k,Consumer Electronics & Appliances | 1k-5k Employees | Public | 80 years old | Mumbai +123 more
330,IKS Health,3.6,1.7k,Healthcare | 5k-10k Employees | 16 years old | Mumbai +13 more
331,Dalmia Bharat Cement,4,1.7k,Building Material | 5k-10k Employees | Public | 88 years old | Delhi/NCR +175 more
332,Life Insurance Corporation of India,4.3,1.7k,Insurance | 1 Lakh+ Employees | Fortune India 500 | 67 years old | Mumbai +392 more
333,Sonalika Tractors,3.7,1.7k,Automobile | 1k-5k Employees | 54 years old | Hoshiarpur +136 more
334,Cholamandalam MS General Insurance,3.9,1.7k,Insurance | 1k-5k Employees | 22 years old | Chennai +311 more
335,Delhi Public School,3.8,1.7k,Education & Training | 1k-5k Employees | Public | 25 years old | Greater Noida +226 more
336,Yazaki,3.8,1.7k,Auto Components | 10k-50k Employees | 82 years old | Tokyo +56 more
337,XpressBees,3.8,1.6k,Logistics | 5k-10k Employees | Indian Unicorn | 8 years old | Pune +212 more
338,Pfizer,4.1,1.6k,Pharma | 5k-10k Employees | Public | 19 years old | Chennai +109 more
339,Barclays,4,1.6k,Banking | 10k-50k Employees | Forbes Global 2000 | 333 years old | London +26 more
340,Emcure Pharmaceuticals,3.8,1.6k,Pharma | 5k-10k Employees | Fortune India 500 | 42 years old | Pune +86 more
341,Zomato,3.7,1.6k,Internet | 1k-5k Employees | Public | 15 years old | Gurgaon +157 more
342,Renault-Nissan,4.1,1.6k,Automobile | 10k-50k Employees | 16 years old | Chennai +71 more
343,Mahindra Logistics,4.1,1.6k,Logistics | 1k-5k Employees | Public | 23 years old | Mumbai +113 more
344,Samsung Electronics,4,1.6k,Noida +188 more
345,Datamatics Global Services,3.5,1.6k,IT Services & Consulting | 5k-10k Employees | Public | 48 years old | Mumbai +24 more
346,Kalpataru Power Transmission,4.1,1.6k,Engineering & Construction | 1k-5k Employees | Public | 42 years old | Mumbai +198 more
347,DS Group,4,1.6k,FMCG | 1k-5k Employees | Conglomerate | 94 years old | Noida +171 more
348,Indus Towers,4,1.6k,Telecom | 1k-5k Employees | Fortune India 500 | 16 years old | Gurgaon +137 more
349,Kyndryl,4.1,1.6k,IT Services & Consulting | 10k-50k Employees | 2 years old | New York +20 more
350,Parle Agro,4.2,1.6k,Beverage | 1k-5k Employees | 39 years old | Mumbai +172 more
351,BHEL,4.1,1.6k,Electrical Equipment | 10k-50k Employees | Fortune India 500 | 59 years old | Bangalore/Bengaluru +94 more
352,PVR Cinemas,4.1,1.6k,Media & Entertainment | 1k-5k Employees | Public | 26 years old | Gurgaon +95 more
353,Mahindra Holidays & Resorts,3.6,1.6k,Hospitality | 5k-10k Employees | 27 years old | Mumbai +91 more
354,V-Mart,4.2,1.6k,Retail | 5k-10k Employees | Public | 21 years old | Gurgaon/Gurugram +224 more
355,Raymond,4.1,1.6k,Fashion & Textile | 5k-10k Employees | Public | 98 years old | New York +117 more
356,Movate,3.5,1.6k,IT Services & Consulting | 1k-5k Employees | 27 years old | Plano +25 more
357,Indian Railways,4.1,1.6k,Railways | 1 Lakh+ Employees | Central | 170 years old | Delhi/NCR +200 more
358,SRF,4.2,1.6k,Chemicals | 5k-10k Employees | Public | 53 years old | Gurgaon/Gurugram +45 more
359,Info Edge,4.1,1.6k,Internet | 1k-5k Employees | Public | 28 years old | Noida +54 more
360,Kansai Nerolac Paints,3.8,1.5k,Chemicals | 1k-5k Employees | Public | 103 years old | Mumbai +157 more
361,Cybage,3.9,1.5k,IT Services & Consulting | 5k-10k Employees | 28 years old | Pune +8 more
362,Reliance Trends,4.3,1.5k,Retail | 1 Lakh+ Employees | Conglomerate | 17 years old | Navi Mumbai +311 more
363,HCL Infosystems,3.9,1.5k,IT Services & Consulting | 51-200 Employees | Public | 47 years old | Noida +107 more
364,ICICI Securities,3.8,1.5k,Financial Services | 1k-5k Employees | Public | 28 years old | Mumbai +117 more
365,Kalyan Jewellers,4.8,1.5k,Jewellery | 5k-10k Employees | Fortune India 500 | 30 years old | Bengaluru/Bangalore +126 more
366,Poonawalla Fincorp,3.9,1.5k,NBFC | 1k-5k Employees | Public | 35 years old | Mumbai +244 more
367,Ambuja Cements,3.9,1.5k,Building Material | 5k-10k Employees | Public | 40 years old | Mumbai +179 more
368,Shell,4.3,1.5k,Oil & Gas | 5k-10k Employees | Public | 19 years old | London +76 more
369,Motilal Oswal Financial Services,3.7,1.5k,Financial Services | 5k-10k Employees | Public | 36 years old | Mumbai +115 more
370,ZS,3.5,1.5k,Management Consulting | 5k-10k Employees | 40 years old | Evanston +8 more
371,Whirlpool,4.2,1.5k,Consumer Electronics & Appliances | 1k-5k Employees | Public | 112 years old | Michigan +131 more
372,Cadila Pharmaceuticals,3.3,1.5k,Pharma | 5k-10k Employees | Public | 72 years old | Ahmedabad +107 more
373,Myntra,4.1,1.5k,Internet | 1k-5k Employees | 16 years old | Bangalore +94 more
374,Shriram City,4.1,1.5k,Financial Services | 50k-1 Lakh Employees | Public | 37 years old | Chennai +412 more
375,JCB,3.9,1.5k,Industrial Machinery | 1k-5k Employees | 78 years old | Rocester +81 more
376,3i Infotech,3.5,1.5k,IT Services & Consulting | 1k-5k Employees | Public | 30 years old | Mumbai +97 more
377,Force Motors,3.5,1.5k,Automobile | 1k-5k Employees | Public | 65 years old | Pune +82 more
378,Blinkit,3.8,1.5k,Internet | 1k-5k Employees | Indian Unicorn | 10 years old | Gurgaon +57 more
379,Fujitsu,3.9,1.5k,IT Services & Consulting | 5k-10k Employees | Forbes Global 2000 | 88 years old | Bangalore/Bengaluru +23 more
380,Kent RO Systems,4.2,1.5k,Consumer Electronics & Appliances | 1k-5k Employees | 24 years old | Noida +134 more
381,Shahi Exports,4,1.5k,Retail | 1 Lakh+ Employees | 49 years old | Faridabad +55 more
382,Endurance Technologies,3.8,1.5k,Auto Components | 1k-5k Employees | Public | 38 years old | Aurangabad +37 more
383,Lodha group,4.1,1.5k,Real Estate | 1k-5k Employees | Fortune India 500 | 43 years old | Mumbai +20 more
384,Sterling & Wilson,4.1,1.5k,Engineering & Construction | 501-1k Employees | 96 years old | Mumbai +79 more
385,Syngene International,3.9,1.5k,Pharma | 1k-5k Employees | Public | 30 years old | Bangalore/Bengaluru +13 more
386,ITC Hotels,4.1,1.5k,Hospitality | 5k-10k Employees | Public | 48 years old | Kolkata +69 more
387,Bharti AXA Life Insurance,3.9,1.5k,Insurance | 5k-10k Employees | 17 years old | Mumbai +213 more
388,Sobha,4,1.5k,Real Estate | 1k-5k Employees | Public | 28 years old | Bangalore/Bengaluru +34 more
389,Delphi TVS,4,1.5k,Auto Components | 1k-5k Employees | 34 years old | Kanchipuram +27 more
390,Tata Elxsi,4,1.5k,IT Services & Consulting | 10k-50k Employees | Public | 34 years old | Bangalore/Bengaluru +20 more
391,Brakes India,4,1.4k,Auto Components | 501-1k Employees | Fortune India 500 | 61 years old | Chennai +70 more
392,Bharat Petroleum,4.1,1.4k,Oil & Gas | 5k-10k Employees | Fortune India 500 | 71 years old | Mumbai +199 more
393,Future Generali India Life Insurance,3.8,1.4k,Insurance | 1k-5k Employees | 16 years old | Mumbai +160 more
394,Aavas Financiers,4,1.4k,Financial Services | 5k-10k Employees | Public | 12 years old | Jaipur +221 more
395,Bureau Veritas,3.9,1.4k,Other | 1k-5k Employees | Forbes Global 2000 | 195 years old | Paris La Défense +93 more
396,suzuki motor gujarat,4.3,1.4k,Fortune India 500 | Becharaji +68 more
397,MSN Laboratories,3.8,1.4k,Pharma | 10k-50k Employees | 20 years old | Hyderabad/Secunderabad +60 more
398,Coromandel International,4.1,1.4k,Agriculture | 5k-10k Employees | Public | 62 years old | Hyderabad/Secunderabad +140 more
399,NoBroker,3.3,1.4k,Internet | 1k-5k Employees | Indian Unicorn | 9 years old | Bangalore +28 more
400,JK Tyres,3.8,1.4k,Auto Components | 1k-5k Employees | Fortune India 500 | 72 years old | New Delhi +125 more
401,café Coffee day,4,1.4k,Beverage | 10k-50k Employees | 27 years old | Bengaluru +88 more
402,Care Health Insurance,3.7,1.4k,Internet | 5k-10k Employees | Public | 11 years old | Gurgaon +185 more
403,Taurus BPO Services,4.7,1.4k,BPO | 1k-5k Employees | 8 years old | Pune +12 more
404,Mahindra Rural Housing Finance,4.1,1.4k,Financial Services | 5k-10k Employees | Public | 16 years old | Mumbai +360 more
405,Sopra Steria,4,1.4k,IT Services & Consulting | 5k-10k Employees | Conglomerate | 55 years old | Paris +13 more
406,Jindal Stainless,4.2,1.4k,Iron & Steel | 1k-5k Employees | Public | 53 years old | Delhi/NCR +44 more
407,Citicorp,3.8,1.4k,Financial Services | 1k-5k Employees | 26 years old | Mumbai +24 more
408,Tata Motors Finance,4.1,1.4k,NBFC | 1k-5k Employees | Conglomerate | 66 years old | Mumbai +209 more
409,Fincare Small Finance Bank,4,1.4k,NBFC | 5k-10k Employees | 16 years old | Bangalore +323 more
410,Cisco,4.4,1.4k,IT Services & Consulting | 10k-50k Employees | Public | 39 years old | San Jose +33 more
411,Unacademy,3.4,1.4k,EdTech | 1k-5k Employees | Indian Unicorn | 8 years old | Bangalore +47 more
412,Gabriel India,4.2,1.4k,Auto Components | 1k-5k Employees | Public | 62 years old | Pune +37 more
413,Canara HSBC Life Insurance,3.8,1.4k,Insurance | 5k-10k Employees | 15 years old | Gurgaon/Gurugram +230 more
414,ABC,3.9,1.4k,Broadcasting | 1k-5k Employees (Global) | Public | 80 years old | New York +100 more
415,Adani Wilmar,4.2,1.4k,FMCG | 1k-5k Employees | Public | 24 years old | Ahmedabad +137 more
416,UpGrad,4,1.4k,EdTech | 1k-5k Employees | Indian Unicorn | 8 years old | San Francisco +36 more
417,CAMS,3.6,1.4k,IT Services & Consulting | 5k-10k Employees | 35 years old | Chennai +93 more
418,RMSI,3.8,1.4k,IT Services & Consulting | 1k-5k Employees | 31 years old | Noida +12 more
419,Thomson Reuters,4.1,1.4k,Legal | 5k-10k Employees | Forbes Global 2000 | 15 years old | Toronto +24 more
